,Pseudocode,Description,Label
971,"minMoves = integer with minMoves = vector  int > arr, N = arr size ( )
if N = 2 return 0
create integer ans with ans = INT_MAX
for i = -1 to 1 inclusive, set num1 to arr [ 0 ] + i
create integer num2 with num2 = arr [ 1 ] + j
create integer flag with flag = 1
create integer moves with moves = abs ( i ) + abs ( j )
for idx = 2 to N exclusive, num = num1 + num2
if abs ( arr [ idx ] - num ) > 1 ), flag = 0
else moves + abs ( arr [ idx ] - num )
set num1 to num2
set num2 to num
if flag is true, set ans to min of ans and moves
if ans is INT_MAX return -1
return ans
declare integer main ( ), vector, integer arr =  4, 8, 9, 17, 27  ;
print minMoves ( arr) and a new line
return 0
","Lexicographically smallest string of maximum length made up of first K alphabets that does not contain any repeating substring | C ++ program for the above approach ; Function to find the lexicographically smallest string of the first K lower case alphabets having unique substrings ; Stores the resultant string ; Iterate through all the characters ; Inner Loop for making pairs and adding them into string ; Adding first character so that substring consisting of the last the first alphabet is present ; Print the resultant string ; Driver Code
",0
972,"in void function querySum with arguments arr [ ], N, Q [ ] [ 2 ], M, x = Q [ i ] [ 0 ]
create integer y with y = Q [ i] [ 1 ]
create integer sum with sum = 0
while x  N, increment sum by arr [ x ]
increase x by y
print sum
declare integer main ( ), integer arr =  1, 2, 7, 5, 4  ;
create integer Q with Q [ ] [ 2 ] =   2, 1 , 3, 2
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create integer M with M = sizeof ( Q) / sizeof ( Q [ 0 ] )
querySum ( arr, N, Q, M )
return 0
","Queries to calculate sum of array elements present at every Yth index starting from the index X | C ++ program for the above approach ; Function to Find the sum of arr [ x ] + arr [ x + y ] + arr [ x + 2 * y ] + ... for all queries ; Iterate over each query ; Stores the sum of arr [ x ] + arr [ x + y ] + arr [ x + 2 * y ] + ... ; Traverse the array and calculate the sum of the expression ; Update sum ; Update x ; Driver Code
",1
973,"in void function querySum with arguments arr [ ], N, Q [ ] [ 2 ], M, x = Q [ i ] [ 0 ]
create integer y with y = Q [ i] [ 1 ]
create integer sum with sum = 0
while x  N, increment sum by arr [ x ]
increase x by y
print sum
declare integer main ( ), integer arr =  1, 2, 7, 5, 4  ;
create integer Q with Q [ ] [ 2 ] =   2, 1 , 3, 2
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create integer M with M = sizeof ( Q) / sizeof ( Q [ 0 ] )
querySum ( arr, N, Q, M )
return 0
","Maximize count of subsets into which the given array can be split such that it satisfies the given condition | C ++ program for the above approach ; Function to count maximum subsets into which the given array can be split such that it satisfies the given condition ; Sort the array in decreasing order ; Stores count of subsets possible ; Stores count of elements in current subset ; Traverse the array arr [ ] ; Update size ; If product of the smallest element present in the current subset and size of current subset is >= K ; Update maxSub ; Update size ; Driver Code ; Given array ; Size of the array ; Given value of X
",0
974,"return X + Y from function findBitwiseORGivenXORAND with integer arguments X and Y
declare integer main ( ), integers X = 5 and Y = 2
print findBitwiseORGivenXORAND ( X, Y )
","Calculate Bitwise OR of two integers from their given Bitwise AND and Bitwise XOR values | C ++ program to implement the above approach ; Function to calculate Bitwise OR from given bitwise XOR and bitwise AND values ; Driver Code
",1
975,"return X + Y from function findBitwiseORGivenXORAND with integer arguments X and Y
declare integer main ( ), integers X = 5 and Y = 2
print findBitwiseORGivenXORAND ( X, Y )
","Minimum adjacent swaps required to Sort Binary array | C ++ code to find minimum number of swaps to sort a binary array ; Function to find minimum swaps to sort an array of 0 s and 1 s . ; Array to store count of zeroes ; Count number of zeroes on right side of every one . ; Count total number of swaps by adding number of zeroes on right side of every one . ; Driver code
",0
976,"if b is 0, return a from function
return GCD ( b, a % b )
declare canReach with integers N, A, B, K, gcd = GCD ( N, K) as arguments, returning void
if abs ( A - B) modulo gcd is 0, print Yes
else print No
declare integer main ( ), N = 5, A = 2, B = 1, K = 2
call canReach ( N, A, B, K )
return 0
","Check if a given value can be reached from another value in a Circular Queue by K | C ++ program for the above approach ; Function to return GCD of two numbers a and b ; Base Case ; Recursively Find the GCD ; Function to check of B can be reaced from A with a jump of K elements in the circular queue ; Find GCD of N and K ; If A - B is divisible by gcd then print Yes ; Otherwise ; Driver Code ; Function Call
",1
977,"if b is 0, return a from function
return GCD ( b, a % b )
declare canReach with integers N, A, B, K, gcd = GCD ( N, K) as arguments, returning void
if abs ( A - B) modulo gcd is 0, print Yes
else print No
declare integer main ( ), N = 5, A = 2, B = 1, K = 2
call canReach ( N, A, B, K )
return 0
","Count the number of Special Strings of a given length N | C ++ Program to Count the number of Special Strings of a given length N ; Function to return count of special strings ; stores the answer for a particular value of n ; for n = 0 we have empty string ; for n = 1 we have 2 special strings ; calculate count of special string of length i ; fib [ n ] stores the count of special strings of length n ; Driver code ; initialise n
",0
978,"declare countOfSubarray with integer arr [ ], N as arguments, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer,
answer = integer with answer = 0
create integer sum with sum = 0
increment mp [ 1]
for i = 0 to N exclusive, add arr [ i ] to sum
increment answer by mp [ sum - i ]
increment sum - i by one
print answer
declare integer main ( ) and integer array arr with arr =  1, 0, 2, 1, 2, -2, 2, 4
create integer N with N = sizeof arr / sizeof arr [ 0 ]
countOfSubarray ( arr, N )
return 0
","Count of subarrays having sum equal to its length | Set 2 | C ++ program for the above approach ; Function that counts the subarrays with sum of its elements as its length ; Store count of elements upto current element with length i ; Stores the final count of subarray ; Stores the prefix sum ; If size of subarray is 1 ; Iterate the array ; Find the sum ; Update frequency in map ; Print the total count ; Driver Code ; Given array arr [ ] ; Size of array ; Function Call
",1
979,"declare countOfSubarray with integer arr [ ], N as arguments, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer, returning integer,
answer = integer with answer = 0
create integer sum with sum = 0
increment mp [ 1]
for i = 0 to N exclusive, add arr [ i ] to sum
increment answer by mp [ sum - i ]
increment sum - i by one
print answer
declare integer main ( ) and integer array arr with arr =  1, 0, 2, 1, 2, -2, 2, 4
create integer N with N = sizeof arr / sizeof arr [ 0 ]
countOfSubarray ( arr, N )
return 0
","Find maximum average subarray of k length | C ++ program to find maximum average subarray of given length . ; Returns beginning index of maximum average subarray of length ' k ' ; Check if ' k ' is valid ; Create and fill array to store cumulative sum . csum [ i ] stores sum of arr [ 0 ] to arr [ i ] ; Initialize max_sm as sum of first subarray ; Find sum of other subarrays and update max_sum if required . ; To avoid memory leak ; Return starting index ; Driver program
",0
980,"minAbsDiff = integer with minAbsDiff = integer N, sumSet1 = integer with sumSet1 = 0
create integer sumSet2 with sumSet2 = 0
for i = N to 0 exclusive, increment sumSet1 by i
else, add i to sumSet2
return abs ( sumSet1 - sumSet2 )
declare integer main ( ) and integer N = 6
print minAbsDiff ( N)
","Split first N natural numbers into two sets with minimum absolute difference of their sums | C ++ program to implement the above approach ; Function to split the first N natural numbers into two sets having minimum absolute difference of their sums ; Stores the sum of elements of set1 ; Stores the sum of elements of set2 ; Traverse first N natural numbers ; Check if sum of elements of set1 is less than or equal to sum of elements of set2 ; Driver Code
",1
981,"minAbsDiff = integer with minAbsDiff = integer N, sumSet1 = integer with sumSet1 = 0
create integer sumSet2 with sumSet2 = 0
for i = N to 0 exclusive, increment sumSet1 by i
else, add i to sumSet2
return abs ( sumSet1 - sumSet2 )
declare integer main ( ) and integer N = 6
print minAbsDiff ( N)
","Find triplet such that number of nodes connecting these triplets is maximum | C ++ implementation of the approach ; To store the required nodes ; Parent array to retrace the nodes ; Visited array to prevent DFS in direction on Diameter path ; DFS function to find the startnode ; DFS function to find the endnode of diameter and maintain the parent array ; DFS function to find the end node of the Longest Branch to Diameter ; Function to find the required nodes ; To find start node of diameter ; To find end node of diameter ; x is the end node of diameter ; Mark all the nodes on diameter using back tracking ; Find the end node of longest branch to diameter ; Driver code
",0
